File Used,Matching Request Item From File,Applicable Department
17.3 5.1 BuyDD.xls,Meeting for all parties to discuss 3-05 analysis,Engineering
Due Diligence Checklist.xlsx,Date Of Inspection,Manufacturing
Due Diligence Checklist.xlsx,State of Inspection,Manufacturing
Due Diligence Checklist.xlsx,"States and foreign countries in which company is qualified to do 
     business",Legal
Due Diligence Checklist.xlsx,Officers and Directors,HR
Due Diligence Checklist.xlsx,Copy of Annual Report (if available),Legal
Due Diligence Checklist.xlsx,"List of subsidiaries, divisions",Legal
Due Diligence Checklist.xlsx,Copy of strategic planning,Legal
Due Diligence Checklist.xlsx," Characterize the management and control as """"a one-man show,"""" high 
     centralized, or a combination; or formalized through budgets, reports,
     etc., or informal and personal",HR
Due Diligence Checklist.xlsx,Determine likelihood of needing additional management talent,HR
Due Diligence Checklist.xlsx,Briefly summarize management's reputation in business circles,HR
Due Diligence Checklist.xlsx,"List any other companies doing business with the subject company in
     which the management and/or owners have a financial interest, but
     which are not being acquired""",Legal
Due Diligence Checklist.xlsx,Ownership - list of shareholders and number of shares held by each,Legal
Due Diligence Checklist.xlsx,"Name, address, status and nature of any associations of which the 
  company is a member",HR
Due Diligence Checklist.xlsx,"Names, addresses and telephone numbers of company's attorneys, 
  auditors, bankers and investment bankers",HR
Due Diligence Checklist.xlsx,"Full details of any partnerships, joint ventures, consortia or business 
    agreements of which the company is a member",Legal
Due Diligence Checklist.xlsx,"Copy of complete organizational chart for each operation, including 
     management, supervision, sales, trading, accounting, human 
     resources/personnel, and operations",HR
Due Diligence Checklist.xlsx," Job descriptions for all positions including position content, 
     accountability/reporting, and ADA job ananlysis",HR
Due Diligence Checklist.xlsx,Name,HR
Due Diligence Checklist.xlsx,Job Title,HR
Due Diligence Checklist.xlsx,Department,HR
Due Diligence Checklist.xlsx,Sex,HR
Due Diligence Checklist.xlsx,Race,HR
Due Diligence Checklist.xlsx,Birth Date,HR
Due Diligence Checklist.xlsx,Full or part-time status,HR
Due Diligence Checklist.xlsx,Years of service,HR
Due Diligence Checklist.xlsx,"Hourly, non-exempt and exempt",HR
Due Diligence Checklist.xlsx,"Annual compensation, base and bonus, if applicable",HR
Due Diligence Checklist.xlsx,Vacation days accrued,HR
Due Diligence Checklist.xlsx,Education/training history,HR
Due Diligence Checklist.xlsx,Absenteeism levels and sick days,HR
Due Diligence Checklist.xlsx,Participation in stock bonus plans,HR
Due Diligence Checklist.xlsx,Stock options held (if any) and price,HR
Due Diligence Checklist.xlsx,Investment in company (if any),HR
Due Diligence Checklist.xlsx,Areas of responsibility,HR
Due Diligence Checklist.xlsx,Experience and background,HR
Due Diligence Checklist.xlsx,Apparent skill in executing duties,HR
Due Diligence Checklist.xlsx,Intention to continue after merger,HR
Due Diligence Checklist.xlsx,"Salary, bonus/profit sharing, pension fund contributions, insurance, 
  stock option plans, other present and deferred compensation for
  past 5 years",Finance
Due Diligence Checklist.xlsx,Copies of all indemnification contracts with officers,HR
Due Diligence Checklist.xlsx,"Copies of all labor/employment contracts including employees covered,
     date and length of contracts, terms of contracts (renewal, termination,
     non-compete, non-disclosure clauses",HR
Due Diligence Checklist.xlsx,"Copies of all individual employment contracts, agreements relating to 
  retirement, termination, etc.",HR
Due Diligence Checklist.xlsx,General nature of employee relations and morale,HR
Due Diligence Checklist.xlsx,"Description of historic labor relations (i.e. any pending or threatened
  grievances, arbitrations, arbitrations awards, unfair labor practice
  charges, NLRB complaints or order, EEO charges, complaints,
  awards, concilation agreements, and any and all outstanding
  employment related litigation",HR
Due Diligence Checklist.xlsx,"All correspondence evidencing employee or former employee 
    dissatisfaction and/or potentional litigation",HR
Due Diligence Checklist.xlsx,All grievances pending,HR
Due Diligence Checklist.xlsx,All grienance settlements with current application,HR
Due Diligence Checklist.xlsx,"Working conditions, statistics on turnover, and reason for it.  
     Estimated cost of employee turnover",HR
Due Diligence Checklist.xlsx," If union, find out union names, addresses, leadership and local 
  numbers",Legal
Due Diligence Checklist.xlsx,Copies of union contracts and find out dates of renewal,Legal
Due Diligence Checklist.xlsx,"Documents relating to prior unsuccessful or current union 
  organizational drives",Legal
Due Diligence Checklist.xlsx,"Details of strikes, work slowdowns, or other industrial action in last
     10 years",Legal
Due Diligence Checklist.xlsx,Any factors likely to give rise to future action,Legal
Due Diligence Checklist.xlsx,Wage negotiation arrangements,HR
Due Diligence Checklist.xlsx,Rate of absenteeism over past 5 years,HR
Due Diligence Checklist.xlsx,"Pension/retirement plans, with proof of IRS qualification (check that
  plan obligations are refelected in financials)",HR
Due Diligence Checklist.xlsx,"Profit sharing plans, with proof of IRS qualification",HR
Due Diligence Checklist.xlsx,Bonus or other incentive plans,HR
Due Diligence Checklist.xlsx,Stock purchase or stock option plans,HR
Due Diligence Checklist.xlsx,"Health care plan (major medical/surgical), with summary plan",HR
Due Diligence Checklist.xlsx,"Dental plan with summary plan descriptions and current 
     premium/billing statement",HR
Due Diligence Checklist.xlsx,"Vision plan with summary plan descriptions and current premium 
     /billing statement",HR
Due Diligence Checklist.xlsx,"Hearing plan with summary plan descriptions and current 
  premium/billing statement",HR
Due Diligence Checklist.xlsx,"Life insurance, to include current premium/billing statement",HR
Due Diligence Checklist.xlsx,"Short-term and long-term disability insurance, to include current 
       premium/billing statement",HR
Due Diligence Checklist.xlsx,"Accident insurance, to include current premium/billing statement",HR
Due Diligence Checklist.xlsx,"Business travel insurance, to include current premium/billing 
       statement",HR
Due Diligence Checklist.xlsx,Deferred income or 401K plans,HR
Due Diligence Checklist.xlsx,Alcohol and drug counseling,HR
Due Diligence Checklist.xlsx,"Other benefits, such as county club memberships, company 
      cars, etc.",HR
Due Diligence Checklist.xlsx,Identify HR contact and future HR coordinator at acquisition location,HR
Due Diligence Checklist.xlsx,"Identify contact for all payroll issues (data exchange, equipment, time 
  reporting, etc.)",HR
Due Diligence Checklist.xlsx,Fatalities and injuries,HR
Due Diligence Checklist.xlsx,Lost work days,HR
Due Diligence Checklist.xlsx,Workman's compensation claims filed and liability experience,HR
Due Diligence Checklist.xlsx,"Current outstanding employment litigation including lawsuits, 
     government charges, OFCCP commitments and concilations, etc.",HR
Due Diligence Checklist.xlsx,"List of any employment litigation and resultant consent decrees, 
     concilation agreements, settlement agreements over the last 5
     years and any older ones still having outstanding obligations",Legal
Due Diligence Checklist.xlsx,Current and pending EEOC charges or lawsuits,Legal
Due Diligence Checklist.xlsx,"All EEO lawsuit judgements, settlements, and consent decrees 
     within last 2 years and any older ones still having outstanding
     obligations",Legal
Due Diligence Checklist.xlsx,All arbitration decisions (current impact),Legal
Due Diligence Checklist.xlsx,"Description of compensation policies and practices for hourly, non-
     exempt, exempt, and commissioned employees including bonus
     incentive program including salary performance review program",HR
Due Diligence Checklist.xlsx,Medical plan expenses for the last 3 years,HR
Due Diligence Checklist.xlsx,Form 9900 for all insurance and pension plans,HR
Due Diligence Checklist.xlsx,Pension plan actuarial reports,HR
Due Diligence Checklist.xlsx,Accrued vacation and holiday pay,HR
